-66.236, -64.304, 37.616
-66.88, -66.197, 30.118
-67.587, -68.065, 20
-66.236, -69.101, 72.093
-64.245, -68.938, 86.025
-62.282, -68.557, 95.125
-60.343, -68.068, 96.794
-58.419, -67.524, 97.787
-56.506, -66.939, 97.787
-54.603, -66.324, 98.415
-52.706, -65.69, 98.832
-50.814, -65.041, 99.12
-48.929, -64.375, 99.12
-47.046, -63.699, 99.327
-45.167, -63.016, 99.327
-43.292, -62.32, 99.479
-41.418, -61.62, 99.594
-39.547, -60.913, 99.594
-37.678, -60.201, 99.683
-35.811, -59.485, 99.683
-33.945, -58.765, 99.754
-32.081, -58.041, 99.754
-30.217, -57.314, 99.812
-28.355, -56.584, 99.812
-26.494, -55.852, 99.86
-24.634, -55.118, 99.86
-22.774, -54.382, 99.9
-20.915, -53.645, 99.9
-19.056, -52.906, 99.935
-17.198, -52.166, 99.935
-15.34, -51.426, 99.966
-13.483, -50.684, 99.966
-11.626, -49.942, 99.966
-9.769, -49.199, 99.995
-7.912, -48.456, 99.995
-6.055, -47.713, 99.979
-4.198, -46.97, 99.979
-2.341, -46.227, 99.954
-0.484, -45.484, 99.954
1.373, -44.742, 99.954
3.23, -44, 99.929
5.088, -43.259, 99.929
6.946, -42.518, 99.905
8.804, -41.779, 99.905
10.662, -41.04, 99.879
12.522, -40.303, 99.879
14.381, -39.567, 99.879
16.241, -38.832, 99.852
18.102, -38.099, 99.852
19.963, -37.367, 99.824
21.826, -36.638, 99.824
23.688, -35.909, 99.824
25.552, -35.184, 99.792
27.417, -34.46, 99.792
29.282, -33.739, 99.758
31.149, -33.021, 99.758
33.016, -32.304, 99.718
34.885, -31.592, 99.718
36.754, -30.881, 99.718
38.625, -30.175, 99.673
40.498, -29.472, 99.673
42.371, -28.772, 99.62
44.247, -28.078, 99.62
46.123, -27.385, 99.558
48.002, -26.701, 99.558
49.881, -26.016, 99.483
51.765, -25.343, 99.483
53.648, -24.67, 99.483
55.535, -24.008, 99.393
57.423, -23.348, 99.393
59.314, -22.696, 99.355
58.883, -24.571, 98.957
58.393, -26.511, 98.957
57.923, -28.455, 98.749
57.461, -30.4, 97.659
57.018, -32.351, 95.023
56.588, -34.304, 92.311
56.181, -36.262, 89.517
55.785, -38.222, 86.633
55.425, -40.19, 83.65
55.079, -42.16, 80.557
54.768, -44.135, 77.339
54.494, -46.116, 73.983
54.255, -48.102, 70.466
54.061, -50.092, 66.765
53.926, -52.087, 62.845
53.868, -54.087, 58.664
53.91, -56.086, 54.163
54.083, -58.078, 49.252
54.425, -60.047, 43.796
55.063, -61.939, 37.561
56.136, -63.615, 30.09
57.761, -64.749, 34.222
59.718, -65.097, 43.79
61.703, -64.888, 37.557
63.651, -64.439, 30.043
65.622, -64.254, 20
65.93, -64.78, 92.002
65.707, -62.793, 98.88
65.511, -60.802, 99.272
65.326, -58.811, 99.634
65.146, -56.819, 99.723
64.97, -54.827, 99.784
64.797, -52.834, 99.827
64.627, -50.842, 99.858
64.458, -48.849, 99.881
64.291, -46.856, 99.899
64.125, -44.863, 99.913
63.96, -42.869, 99.923
63.796, -40.876, 99.932
63.634, -38.883, 99.932
63.472, -36.889, 99.938
63.311, -34.896, 99.944
63.151, -32.902, 99.948
62.992, -30.909, 99.948
62.833, -28.915, 99.952
62.675, -26.921, 99.954
62.517, -24.927, 99.954
62.36, -22.934, 99.957
62.204, -20.94, 99.959
62.048, -18.946, 99.959
61.893, -16.952, 99.96
61.738, -14.958, 99.96
61.583, -12.964, 99.961
61.43, -10.97, 99.962
61.276, -8.976, 99.962
61.124, -6.981, 99.962
60.971, -4.987, 99.962
60.819, -2.993, 99.962
60.668, -0.999, 99.962
60.517, 0.996, 99.962
60.367, 2.99, 99.962
60.217, 4.984, 99.962
60.067, 6.979, 99.962
59.918, 8.973, 99.961
59.77, 10.968, 99.961
59.622, 12.962, 99.96
59.474, 14.957, 99.96
59.327, 16.951, 99.958
59.181, 18.946, 99.957
59.035, 20.941, 99.957
58.889, 22.935, 99.956
58.73, 24.929, 97.824
58.563, 26.922, 97.451
58.354, 28.911, 95.633
58.12, 30.897, 92.939
57.857, 32.88, 90.165
57.553, 34.856, 87.303
57.2, 36.825, 84.343
56.798, 38.784, 81.276
56.338, 40.73, 78.089
55.809, 42.659, 74.765
55.183, 44.558, 71.288
54.457, 46.421, 67.632
53.578, 48.217, 63.767
52.497, 49.898, 59.654
51.841, 51.374, 56.108
53.741, 51.996, 80.478
55.587, 52.764, 77.258
57.385, 53.641, 73.898
59.136, 54.606, 70.377
60.855, 55.629, 66.671
62.544, 56.7, 62.746
64.206, 57.811, 58.558
65.846, 58.956, 54.047
67.47, 60.124, 49.123
67.96, 62.012, 43.789
68.118, 64.004, 37.55
67.86, 65.982, 30.055
66.932, 67.733, 20
65.308, 68.859, 46.463
63.36, 69.267, 67.694
61.365, 69.216, 80.588
59.394, 68.887, 87.753
57.458, 68.387, 90.051
55.562, 67.751, 93.135
53.697, 67.03, 94.175
51.86, 66.239, 95.642
50.052, 65.384, 96.162
48.267, 64.482, 96.581
46.503, 63.54, 96.922
44.759, 62.562, 97.2
43.033, 61.551, 97.427
41.324, 60.512, 97.612
39.632, 59.446, 97.764
37.955, 58.356, 97.672
36.293, 57.243, 95.036
34.646, 56.108, 92.325
33.014, 54.953, 89.532
31.395, 53.778, 86.648
29.791, 52.585, 83.666
28.2, 51.372, 80.573
26.623, 50.142, 77.356
25.061, 48.893, 74
23.512, 47.628, 70.484
21.976, 46.347, 66.783
20.449, 45.055, 62.865
18.936, 43.748, 58.686
17.441, 42.419, 54.185
15.971, 41.064, 49.275
14.544, 39.662, 43.818
13.19, 38.191, 37.579
11.981, 36.6, 30.077
11.198, 34.774, 20
11.607, 32.874, 20
13.024, 31.477, 80.744
14.677, 30.352, 96.961
16.369, 29.286, 95.975
18.044, 28.194, 93.457
19.678, 27.04, 91.894
21.251, 25.806, 90.984
22.752, 24.485, 90.572
24.187, 23.092, 95.044
25.605, 21.681, 92.333
27.016, 20.264, 89.54
28.419, 18.838, 86.657
29.812, 17.403, 83.674
31.191, 15.955, 80.581
32.556, 14.493, 77.365
33.906, 13.018, 74.009
35.247, 11.533, 70.494
36.584, 10.046, 66.793
37.924, 8.562, 62.876
39.271, 7.083, 58.697
40.624, 5.61, 54.197
41.983, 4.143, 49.289
43.348, 2.681, 43.833
44.708, 1.214, 37.595
45.971, -0.335, 30.093
46.917, -2.086, 20
46.188, -3.68, 20
44.206, -3.801, 50.879
42.232, -3.488, 45.618
40.291, -3.006, 39.662
38.377, -2.426, 32.636
36.489, -1.768, 23.605
36.22, -2.325, 20
35.631, -4.228, 81.967
34.749, -6.022, 80.384
33.771, -7.767, 77.159
32.744, -9.483, 73.794
31.688, -11.181, 70.268
30.611, -12.866, 66.555
29.521, -14.543, 62.623
28.423, -16.215, 58.426
27.32, -17.883, 53.903
26.213, -19.549, 48.965
25.107, -21.215, 43.469
24.003, -22.883, 37.17
22.933, -24.572, 29.559
22.584, -26.404, 20
24.508, -26.102, 79.098
26.323, -25.265, 94.017
28.083, -24.315, 95.727
29.815, -23.314, 97.672
31.53, -22.286, 98.675
33.232, -21.237, 97.693
34.928, -20.176, 95.058
36.618, -19.106, 92.347
38.303, -18.029, 89.554
39.986, -16.949, 86.672
41.668, -15.867, 83.69
43.35, -14.784, 80.598
45.032, -13.702, 77.382
46.714, -12.621, 74.027
48.399, -11.542, 70.512
50.085, -10.467, 66.813
51.774, -9.396, 62.897
53.467, -8.331, 58.72
55.163, -7.271, 54.222
56.864, -6.219, 49.315
58.57, -5.176, 43.863
60.282, -4.142, 37.63
62.001, -3.119, 30.133
63.727, -2.109, 20
64.785, -1.498, 0
64.785, -1.498, 0
82.103, 8.505, 0
endData
127
100
200
-57.656, -1.498, -57.656, 6.376, -63.597, -31.587, -63.597, -23.713
-63.597, -23.713, -63.597, -15.839, -55.202, -23.972, -47.065, -23.713
-47.065, -23.713, -38.928, -23.455, -35.957, -24.23, -24.075, -23.713
-24.075, -23.713, -12.192, -23.197, -12.192, -42.312, -0.31, -59.102
-0.31, -59.102, 11.572, -75.893, -11.417, -54.194, -23.3, -47.22
-23.3, -47.22, -35.182, -40.245, -35.441, -46.961, -47.581, -46.703
-47.581, -46.703, -59.722, -46.445, -47.452, -52.386, -47.323, -58.069
-47.323, -58.069, -47.194, -63.752, -53.781, -51.094, -59.205, -46.961
-59.205, -46.961, -64.63, -42.828, -63.209, -58.327, -67.472, -67.627
-67.472, -67.627, -71.734, -76.926, 8.344, -40.116, 59.36, -22.68
59.36, -22.68, 43.862, -82.35, 66.077, -59.877, 66.077, -65.043
66.077, -65.043, 66.077, -70.21, 62.073, -20.872, 58.844, 23.558
58.844, 23.558, 55.615, 67.988, 39.987, 39.832, 67.627, 60.239
67.627, 60.239, 72.147, 79.225, 44.637, 65.147, 23.455, 47.581
23.455, 47.581, 2.273, 30.016, 12.606, 34.537, 23.455, 23.817
23.455, 23.817, 34.304, 13.097, 33.787, 12.838, 44.12, 1.86
44.12, 1.86, 54.453, -9.118, 33.658, -0.723, 35.854, -1.498
35.854, -1.498, 38.05, -2.273, 30.171, -13.51, 23.455, -23.713
23.455, -23.713, 16.739, -33.917, 43.345, -13.768, 64.785, -1.498
#PATH.JERRYIO-DATA {"appVersion":"0.8.3","format":"LemLib v0.5","gc":{"robotWidth":12,"robotHeight":12,"robotIsHolonomic":false,"showRobot":false,"uol":2.54,"pointDensity":2,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"V5RC 2025 - High Stakes (Skills)","signature":"V5RC 2025 - High Stakes (Skills)","origin":{"__type":"built-in"}},"coordinateSystem":"VEX Gaming Positioning System"},"paths":[{"segments":[{"controls":[{"uid":"dExBVtlClC","x":-57.6556042159026,"y":-1.4982191059687981,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"fejA60pGii","x":-57.6556042159026,"y":6.3757966420626975,"lock":false,"visible":true,"__type":"control"},{"uid":"ZQgMtCbgm5","x":-63.59681791198575,"y":-31.587207804572078,"lock":false,"visible":true,"__type":"control"},{"uid":"qj5fbG4awP","x":-63.59681791198575,"y":-23.71319205654059,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"dkdYWugN2b"},{"controls":[{"uid":"qj5fbG4awP","x":-63.59681791198575,"y":-23.71319205654059,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"qnkb7TieZK","x":-63.59681791198575,"y":-15.8391763085091,"lock":false,"visible":true,"__type":"control"},{"uid":"pjin0YpoXc","x":-55.201624645781294,"y":-23.971505695500728,"lock":false,"visible":true,"__type":"control"},{"uid":"3MBg8qO4AC","x":-47.064745018536975,"y":-23.71319205654059,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"8VHCXhg9oi"},{"controls":[{"uid":"3MBg8qO4AC","x":-47.064745018536975,"y":-23.71319205654059,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"DhKktbTxRT","x":-38.927865391292656,"y":-23.45487841758045,"lock":false,"visible":true,"__type":"control"},{"uid":"HrefQ0GjZM","x":-35.95725854325108,"y":-24.229819334460863,"lock":false,"visible":true,"__type":"control"},{"uid":"6AhePwMfSG","x":-24.074831151084773,"y":-23.71319205654059,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"tszVdw9469"},{"controls":[{"uid":"6AhePwMfSG","x":-24.074831151084773,"y":-23.71319205654059,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"tHyYkOiGZ4","x":-12.192403758918466,"y":-23.196564778620314,"lock":false,"visible":true,"__type":"control"},{"uid":"YMsXCEwfGP","x":-12.192403758918465,"y":-42.31177406167046,"lock":false,"visible":true,"__type":"control"},{"uid":"NAOMMnAVzu","x":-0.30997636675216156,"y":-59.10216059407937,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"5RGqfxN5q6"},{"controls":[{"uid":"NAOMMnAVzu","x":-0.30997636675216156,"y":-59.10216059407937,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"GBqafwG48f","x":11.572451025414141,"y":-75.89254712648828,"lock":false,"visible":true,"__type":"control"},{"uid":"itASli0bDo","x":-11.417462842038056,"y":-54.19420145383677,"lock":false,"visible":true,"__type":"control"},{"uid":"cmlkiTZnRE","x":-23.299890234204362,"y":-47.219733201913066,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"65QtiFIZkx"},{"controls":[{"uid":"cmlkiTZnRE","x":-23.299890234204362,"y":-47.219733201913066,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"FJp36NecwH","x":-35.18231762637067,"y":-40.24526494998936,"lock":false,"visible":true,"__type":"control"},{"uid":"k3VOJZQZNf","x":-35.44063126533081,"y":-46.961419562952926,"lock":false,"visible":true,"__type":"control"},{"uid":"OhAf0gQrnM","x":-47.581372296457246,"y":-46.70310592399279,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"DmzMmTWk1G"},{"controls":[{"uid":"OhAf0gQrnM","x":-47.581372296457246,"y":-46.70310592399279,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"146mQcYHXG","x":-59.722113327583685,"y":-46.44479228503265,"lock":false,"visible":true,"__type":"control"},{"uid":"HyjtMUCwZZ","x":-47.45221547697718,"y":-52.3860059811158,"lock":false,"visible":true,"__type":"control"},{"uid":"FcWqQxFZsG","x":-47.323058657497114,"y":-58.06890603823882,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"sKTxRc1Zm8"},{"controls":[{"uid":"FcWqQxFZsG","x":-47.323058657497114,"y":-58.06890603823882,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"G8UeEllARi","x":-47.19390183801705,"y":-63.75180609536184,"lock":false,"visible":true,"__type":"control"},{"uid":"VtLikNWJJm","x":-53.78089963150054,"y":-51.09443778631512,"lock":false,"visible":true,"__type":"control"},{"uid":"wgjGfyyIyq","x":-59.20548604966342,"y":-46.961419562952926,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"5BgmK7k8Ae"},{"controls":[{"uid":"wgjGfyyIyq","x":-59.20548604966342,"y":-46.961419562952926,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"5oIJBE0z3E","x":-64.6300724678263,"y":-42.828401339590734,"lock":false,"visible":true,"__type":"control"},{"uid":"yOKZHdEGPz","x":-63.20934745354555,"y":-58.32721967719896,"lock":false,"visible":true,"__type":"control"},{"uid":"sPOdZZzjTa","x":-67.4715224963878,"y":-67.6265106797639,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"TyZtuF0yhY"},{"controls":[{"uid":"sPOdZZzjTa","x":-67.4715224963878,"y":-67.6265106797639,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"91D4xkNzFe","x":-71.73369753923006,"y":-76.92580168232882,"lock":false,"visible":true,"__type":"control"},{"uid":"Bp5VEbYYAo","x":8.343530538412416,"y":-40.11610813050927,"lock":false,"visible":true,"__type":"control"},{"uid":"nW9TNEEW0W","x":59.360474233039504,"y":-22.67993750070004,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"EfiWWwFSMQ"},{"controls":[{"uid":"nW9TNEEW0W","x":59.360474233039504,"y":-22.67993750070004,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"Frx7hWuKDy","x":43.86165589543128,"y":-82.35038810049167,"lock":false,"visible":true,"__type":"control"},{"uid":"LlaquXMNPJ","x":66.07662884600308,"y":-59.877101510959776,"lock":false,"visible":true,"__type":"control"},{"uid":"718w0zjkcQ","x":66.07662884600308,"y":-65.04337429016252,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"vVfNFxEOmG"},{"controls":[{"uid":"718w0zjkcQ","x":66.07662884600308,"y":-65.04337429016252,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"7XZVOplm79","x":66.07662884600308,"y":-70.20964706936526,"lock":false,"visible":true,"__type":"control"},{"uid":"WJr1uEhV54","x":62.07276744212095,"y":-20.871742027979078,"lock":false,"visible":true,"__type":"control"},{"uid":"RxIJl8M2vr","x":58.84384695511923,"y":23.5582038731645,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"0rh5s9ToG9"},{"controls":[{"uid":"RxIJl8M2vr","x":58.84384695511923,"y":23.5582038731645,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"O7edrt85jP","x":55.61492646811752,"y":67.98814977430808,"lock":false,"visible":true,"__type":"control"},{"uid":"eG48KpAASc","x":39.98695131102922,"y":39.83196312765314,"lock":false,"visible":true,"__type":"control"},{"uid":"hWJAI4acTY","x":67.6265106797639,"y":60.23874060550397,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"WdwKdOBCEG"},{"controls":[{"uid":"hWJAI4acTY","x":67.6265106797639,"y":60.23874060550397,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"KjDcn2Bay6","x":72.14699936156629,"y":79.22479306907405,"lock":false,"visible":true,"__type":"control"},{"uid":"fh93W6d2bx","x":44.6365968123117,"y":65.1466997457466,"lock":false,"visible":true,"__type":"control"},{"uid":"vEqyqLJqtm","x":23.45487841758045,"y":47.581372296457246,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"l33GSLeDNB"},{"controls":[{"uid":"vEqyqLJqtm","x":23.45487841758045,"y":47.581372296457246,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"ifzeJN1nGE","x":2.273160022849204,"y":30.01604484716792,"lock":false,"visible":true,"__type":"control"},{"uid":"g5Ofo2Ymbb","x":12.605705581254693,"y":34.53653352897031,"lock":false,"visible":true,"__type":"control"},{"uid":"UImaNh5WLA","x":23.45487841758045,"y":23.816517512124637,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"k6PTWD7RpE"},{"controls":[{"uid":"UImaNh5WLA","x":23.45487841758045,"y":23.816517512124637,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"0xWRYqZN0z","x":34.30405125390621,"y":13.096501495278964,"lock":false,"visible":true,"__type":"control"},{"uid":"XkQwJ84kmR","x":33.78742397598593,"y":12.838187856318811,"lock":false,"visible":true,"__type":"control"},{"uid":"XM01Ha9Prt","x":44.119969534391416,"y":1.8598582005129842,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"eKfUYQgE4B"},{"controls":[{"uid":"XM01Ha9Prt","x":44.119969534391416,"y":1.8598582005129842,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"5OjQDu5cuw","x":54.4525150927969,"y":-9.118471455292843,"lock":false,"visible":true,"__type":"control"},{"uid":"6KdgH9F6sF","x":33.658267156505865,"y":-0.7232781890883875,"lock":false,"visible":true,"__type":"control"},{"uid":"YsNOfTvUn1","x":35.85393308766703,"y":-1.4982191059687981,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"yEnjOl2Qoe"},{"controls":[{"uid":"YsNOfTvUn1","x":35.85393308766703,"y":-1.4982191059687981,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"2C0lo62LCs","x":38.0495990188282,"y":-2.2731600228492086,"lock":false,"visible":true,"__type":"control"},{"uid":"K9BETIjJ9H","x":30.171033030544006,"y":-13.509803317615173,"lock":false,"visible":true,"__type":"control"},{"uid":"A0QKuipBAh","x":23.45487841758045,"y":-23.71319205654059,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"S3dQG9PLFd"},{"controls":[{"uid":"A0QKuipBAh","x":23.45487841758045,"y":-23.71319205654059,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"3DoNucz2PP","x":16.738723804616892,"y":-33.916580795466004,"lock":false,"visible":true,"__type":"control"},{"uid":"JE42E8VMIC","x":43.345028617511005,"y":-13.76811695657531,"lock":false,"visible":true,"__type":"control"},{"uid":"YuWfyvfs94","x":64.78506065120239,"y":-1.4982191059687981,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"Bk3jrJ7xgB"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":20,"to":100},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1},"maxDecelerationRate":127},"name":"Path","uid":"1EGz2ITvBG","lock":false,"visible":true}]}
